Name,Country,ID
come as You are,Sweden,19
Soltec,Finland,1761
zEn,Norway,765
Fleks &amp; Kapio,Germany,1263
Parallax,New Zealand,516
#50|cal,United States,268
Virtual eXperience Online,Sweden,20
cyx &amp; paN,Germany,1264
cM,Denmark,1015
KOSMA-GAMING,Sweden,1513
almas,Norway,766
TeamEDC,Hong Kong,517
munkka,Finland,1762
United5,United States,269
M0CKB4,Finland,1265
one-esport,Denmark,1016
Drei,Norway,767
namehack,Sweden,1514
absence,Peru,518
PC Point,Sweden,21
otcus,Finland,1763
Toysoldiers,United States,270
iwku,Finland,1266
skonGy,Norway,768
utg,Denmark,1017
n-core.nrg,Croatia,519
Almost Famous,Sweden,22
team corde,Finland,1764
ondska,Sweden,1515
Swe,Sweden,271
stingeR,Norway,769
absence,Moldova,520
Starclub,Sweden,1267
Incredible Teamaction,Norway,23
REDish,Denmark,1018
carlshojdspojkarna,Sweden,1516
EGC,Finland,1765
Ger,Germany,272
emax,Russia,521
Syrtex,Norway,770
Klar Pirat Start,Denmark,1019
cadre of gamers,Norway,24
Playnation #2,Sweden,1268
thebois,Sweden,1517
team-dismal,Finland,1766
DK,Denmark,273
eMazing Gaming,Australia,522
Avicularia,Sweden,1518
eXcellence,Norway,25
KraypL,Norway,771
Playnation,Sweden,1269
ILLUSION,Finland,1767
Fr,France,274
n!faculty.at,Austria,523
Team Haparanda,Sweden,1519
Death Before Dishonor,Norway,26
VIB,Sweden,1270
r00fz,Norway,772
skobbsunited,Sweden,1768
Fin,Finland,275
E.Gaming,Norway,524
tara nichak,Sweden,1520
Speedol,Sweden,1271
DaY,Norway,773
Evil Masterz Of Pain,Norway,27
Nordisch,Germany,1769
Team Impact,Italy,525
No.Limit ,Sweden,1521
Prb,Norway,774
crisis,Norway,28
Angrip,Sweden,1272
wooSai.de,Germany,1770
Bulgaria,Bulgaria,277
Xylene,Spain,1024
MinttuBlack,Sweden,1522
inzania,Sweden,526
KF3,Norway,775
ePort,Norway,29
athic,Sweden,1273
ydk.me,Germany,1771
Slovakia,Slovakia,278
Atlantic7,Spain,1025
LemonParty,Sweden,1523
REAL,Norway,776
Logitech,Finland,527
Bonghit,Sweden,1274
Destination Skyline,Finland,30
SNOGARD Dragons,Germany,1772
Czech,Czech Republic,279
Beefeater,Spain,1026
EasyGame,Sweden,1524
GG,Denmark,528
ELE,Israel,777
Conny,Sweden,1275
abis,Romania,1773
DAYANA,Spain,1027
Belarus,Belarus,280
Surast,Sweden,1525
guys Not ugly,Hungary,778
Expert.Gaming,Norway,529
redruM,Finland,32
Debut,Sweden,1276
visualize!,Romania,1774
Montenegro,Montenegro,530
Spain,Spain,281
H2SO4,Spain,1028
Frog,Finland,33
iDTIC-Gaming,Sweden,1526
eXplosive,Ukraine,779
estar,Sweden,1277
Aces,Romania,1775
Serbia,Other,282
Resistance,Finland,34
Ireland,Ireland,531
bet4gamers,Spain,1029
redWhite,Sweden,780
vad for namn,Sweden,1527
Krogen Kungarna,Sweden,1278
ReG,Romania,1776
Kopla,Finland,35
unsterblich,Norway,532
Italy,Italy,283
Qlimax,Spain,1030
Rysk roulette,Sweden,1528
Northpoint,Sweden,1279
Vatos Locos,Greece,781
OFF,Romania,1777
Fr0zen Hellguardz,Sweden,533
ValitutPalat,Finland,36
Turkey,Turkey,284
imaginet,Spain,1031
hoppsan,Sweden,1529
Skydream,Sweden,1280
TLR,United Kingdom,1778
IGG,Romania,782
noname,Sweden,1530
UA,Ukraine,534
France,France,37
SknskaMuren,Sweden,1281
Nuggets,Spain,1032
Estonia,Estonia,285
cZar,United Kingdom,1779
XPD,Bulgaria,783
defining stars,Sweden,535
Latvia,Latvia,286
effect,Spain,1033
4fx,United Kingdom,1780
Italy,Italy,38
DrunkenSwedes,Sweden,1531
zeh_gods,Sweden,1282
lan-sports.com,Portugal,784
ghetto,Spain,1034
B &amp; H,Bosnia and Herzegovina,287
BarnSoldat,Sweden,1532
bevara,Sweden,536
soab,United Kingdom,1781
easyteam,Poland,785
zerofear,Sweden,1283
Netherlands,Netherlands,39
aNimated.oldskewl,Denmark,786
addubbelvepe,Sweden,1284
Portugal,Portugal,40
Rysk Roulette,Sweden,1533
mousetek,United Kingdom,1782
Turmoil,United States,537
Slovenia,Slovenia,288
Last Tribe,Spain,1035
InVeritas,Denmark,787
Croatia,Croatia,289
Spain,Spain,41
eMazing,United States,538
35+ mohikanerna,Sweden,1285
Motus,Canada,1783
gotohell,Spain,1036
DownSide,Sweden,1534
Gate Keepers,Denmark,290
GATE,Spain,1286
Maverick,Ukraine,1535
Da-Mighty,Sweden,1037
#BWA,Denmark,788
UK,United Kingdom,42
MoB,United States,1784
M19,Russia,540
#Nord-Gamers,Denmark,789
konkurentai,Lithuania,1038
Evermore,Denmark,291
Team 34,United States,1785
HellRaisers,Ukraine,1536
Austria,Austria,43
DUFFMAN,Spain,1287
Playmakers,Denmark,292
Team TX,United States,541
Lanboken,Sweden,1039
Denmark,Denmark,44
Speeder,Japan,1786
Turbo,Ukraine,1537
Equipo 4,Spain,1288
All The Rage,Denmark,293
LD,Sweden,1040
Germany,Germany,45
FX,United States,542
N1,Venezuela,1787
overplay,Spain,1289
EYESports,Russia,1538
blackzone,Spain,1290
Mindless,Venezuela,1788
Berzerk,United States,543
Never Stop Gaming,Denmark,294
Hungary,Hungary,46
Mjaomode,Sweden,1041
NUMBAZZ,Ukraine,1539
aNimated.online,Denmark,793
Poland,Poland,47
fortunate,Denmark,295
SMILE,Sweden,1042
Equipo 8,Spain,1291
see 4 yourself,United Kingdom,544
Punto.cl,Chile,1789
DTS,Ukraine,1540
-|DKS|- A,Denmark,794
H2SO4,Spain,1292
Hippos,United States,545
Switzerland,Switzerland,48
Im.Possible,Ukraine,1541
Lybia cs,Libya,1790
white power,Russia,1043
vincentes|,Denmark,795
Phatfish,United States,546
idle.ee,Estonia,297
Equipo 12,Spain,1293
Belgium,Belgium,49
BRUNT,Sweden,1044
Assassins List,United Arab Emirates,1791
csc.Arena,Ukraine,1542
-|DKS|- O,Denmark,796
digitalMind,Netherlands,298
precision.sfx,United States,547
Make It Happen,Ecuador,1792
HighLights,Spain,1294
AgatoN,Sweden,1045
Finland,Finland,50
peXg,Poland,1543
#wearelegend,Denmark,797
Flow Gaming,United States,548
Les Seules,Denmark,299
DYA,Spain,1295
112,Sweden,1046
qTp,Panama,1793
TraderTeam,Poland,1544
Iceland,Iceland,51
allhairy,Denmark,798
Team ABC,United States,549
Madskillz,Sweden,300
Caffice,Sweden,1047
BHK-Vagant,Germany,1296
Temporay Clan,Netherlands,1545
Norway,Norway,52
Xuxan,Peru,1794
eKe,United States,550
teamtard,Sweden,1048
team.plore,Germany,1297
TEK9,Belgium,1546
Name,Tunisia,1795
Sweden,Sweden,53
infamous,Denmark,800
Acid Reign,United States,551
mtnine,Norway,302
Team_team,Sweden,1049
Get Swooshed,Germany,1298
EDiT,Netherlands,1547
Bulgaria,Bulgaria,54
Winners,Tunisia,1796
d.Danez,Denmark,801
Sway Gaming,United States,552
DGK,Sweden,1050
role-model,Germany,1299
Czech Republic,Czech Republic,55
LowLandLions,Netherlands,1548
Nasty female,Brazil,1797
2Good,Denmark,802
famou$,United States,553
ID Gaming,Germany,304
familjen,Sweden,1051
FSK,Germany,1300
oneway,Belgium,1549
Greece,Greece,56
SDI,Venezuela,1798
eQuipo.sUicidio,Denmark,803
Spb. Islanders,Russia,305
Pirates,United States,554
mobiltelefon,Sweden,1052
Motivated,Netherlands,1550
snook,Germany,1301
Serbia,Yugoslavia,57
Ehonor,China,1799
eVerlate,Denmark,804
Dominion Gaming,United States,555
interstate 99,Denmark,306
ethereaL,Belgium,1551
p.nutz,Germany,1302
Slovakia,Slovakia,58
a-Gaming,Russia,1053
BE EEZY female,United States,1800
Shockwave,United States,556
subway,Denmark,805
Tantra,Germany,1303
Turk,Turkey,59
Company,Denmark,307
EG female,United States,1801
CM Storm,Other,1552
B`Style,Other,1054
cfg-base,Germany,1553
Shara Bros,Russia,1802
H2k|threat,Sweden,1055
Boomtown Aarhus,Denmark,308
fatcap-y,Denmark,806
arctinium,Germany,1304
Desire 2 Excel,United States,557
mousesports,Germany,60
Strong Ladies,Chile,1803
Matrix-Gaming,Sweden,1554
mouz|cyx,Germany,1056
Walhalla.eSport,Germany,1305
Xpoint,Russia,309
Desire 2 Excel,United States,558
Alternate,Germany,61
XLBet.Playzone,Sweden,1804
DEATHSQUAD,Sweden,1555
tc-noLA,Norway,1057
Ocrana,Germany,62
shortname,Albania,310
Raptor-Gaming,Germany,1306
Anonymous 5,United States,559
dM|luce,Belgium,1058
Gamecenter,Sweden,1556
ZOMG,Sweden,1805
Frankfurt 69ers,Germany,63
Lautrer Buwe,Germany,1307
surge,Denmark,311
SK fe,United States,560
mixteamet,Denmark,810
afrika40,Sweden,1806
pcpstingeR,Norway,1059
GameGear.nu,Sweden,1557
Inka$$o,Germany,1308
Eala Freya Fresena ist KULT,Germany,64
unorthodox,United States,561
Crossed,Norway,312
forZe|Xoma,Russia,1060
name?,Sweden,1807
pENGUiNS,Germany,1309
Debut,Sweden,1558
Fyrerkongerne,Denmark,811
pod,Germany,65
Contempt,Norway,1310
viGor,United States,562
Psyshop,Denmark,313
K1CK|lifter,Portugal,1061
Forgot. Gamers,Denmark,812
fullast@DH,Sweden,1808
Evilz,Sweden,1559
Pandora,Germany,66
What ever it takes,Denmark,314
wallbanged,Denmark,813
sCa|y4sin,Germany,1062
CONFIS,France,1311
Jellybean,United States,563
GGPC,Sweden,1809
iwku,Sweden,1560
Blindside,Denmark,814
CMAX|Kuppi,Finland,1063
diamz,Switzerland,1312
GP,United States,564
Ask,Denmark,315
64 AMD,Germany,67
predicted,Sweden,1810
SIO,Sweden,1561
frag-online,Germany,1313
snow cone,United States,565
GuMmY,Spain,1064
in the reality,Denmark,815
WWCND,Denmark,316
SK-Gaming.de,Germany,68
IAM,Poland,1811
fanboyz,Sweden,1562
feel.it,Austria,1314
NoIntro,United States,566
cno|ferrid,Netherlands,1065
unitize,Denmark,816
GK,Denmark,317
SK Gaming,Sweden,69
GameGear #2,Sweden,1563
Ultimo,Belarus,1812
Sally,Russia,1066
KrewHL,United States,567
GaB,Austria,1315
GameGear.nu #2,Sweden,1564
EYEballers,Sweden,70
rocket,Denmark,318
Magneticc,Poland,1813
CMAX|Kuppi,Finland,1067
MUH!,Denmark,818
hackyninja,Portugal,1316
ya0,United States,568
Wacked heros,Denmark,319
Team 3D,United States,71
UMX,Taiwan,1565
ikkebrug,Denmark,1814
Team Walthers,Denmark,819
a-L|ChRRRRp,Germany,1068
Frag,United States,569
iES.EM,Italy,1317
team.cp,Latvia,1815
forZe.nl,Netherlands,72
Gamepower,Denmark,320
SYUnited,China,1566
makkeBOB,Denmark,820
GeT_RiGhT,Sweden,1069
hagin is afk,United States,570
Surrender or Die,Netherlands,73
tempclan,Spain,1816
wyd,Denmark,321
infused,United Kingdom,1318
Evil Geniuses,United States,1567
MYM|REAL,Norway,1070
neurotic,Denmark,821
Ludicez,Denmark,322
Inferno eSports,Italy,1319
rampage,Russia,1817
INARI,Finland,571
forZe,Russia,1568
mystic,Estonia,1071
ReSpawn.dk,Denmark,822
69z,Denmark,323
JustPlay.ch,Switzerland,1320
virtuoso,United Kingdom,75
Skillz of Boras,Sweden,572
BlackTrains,Czech Republic,1818
Praktikanterna ,Sweden,1569
TeG-ONY,Romania,1072
NRG,Denmark,823
P4in.dk,Denmark,324
Team AMD Gamer,United Kingdom,76
PinCho,Russia,1819
12114,Sweden,573
NoWAYouT.at,Austria,1321
eclipsek0no,Latvia,1073
No-Value,Denmark,824
Playtawin,Sweden,1570
Nocturne,United Kingdom,77
tyro,Denmark,325
ideal Gaming,Denmark,574
shock value,Germany,1322
LOTk,Estonia,1820
Logic|TRX,Netherlands,1074
viva,Denmark,825
H2PL,Sweden,1571
project_kr,Korea,575
qunky,Denmark,326
NEx,Lithuania,1821
strOng,United Kingdom,1323
eDuel,Germany,826
Pause,Sweden,1572
pro100|raz0r,Ukraine,1075
Virtus.pro,Russia,79
LaVega,Korea,576
esnation,Sweden,327
Esport-Eu,France,1822
gamed!de,Germany,1324
ex-forZe,Russia,827
Iskall,Sweden,1573
cno|skire,Netherlands,1076
ArmaTeam,France,80
50 Calibre,United States,577
ImmuNe,Denmark,328
Exitus Letalis,Bulgaria,1823
nmbz,Ukraine,1325
Factory,France,81
K1CK|foxj,Portugal,1077
KC,Sweden,1574
eDuel,Germany,828
Frederecia Online,Denmark,329
GameWorks,United States,578
Osthyvel,Sweden,1824
WPA,Netherlands,1326
torri,Norway,1078
AFK,United States,579
GoodGame,France,82
xTx,Italy,1327
Nosferatu,Denmark,330
Aftermatch,Sweden,1825
ATW,Sweden,1575
Fear Factory,Poland,829
MYM]KF3,Norway,1079
Spirit Team,France,83
H8ED,Sweden,1826
Gravitas Gaming,United States,580
PCpoint,Norway,830
GLG,Sweden,1576
team capture,Denmark,1328
cogency,Denmark,331
pod-vio,Germany,1080
abc,United States,581
SK|SpawN,Sweden,831
Playz,Sweden,1827
TBH-e,Switzerland,1329
bountyboys,Denmark,332
CMAX,Sweden,1577
Made in Brazil,Brazil,84
H2k|face,Sweden,1081
logitech,Finland,582
pcaction.de,Other,832
Doyo,Sweden,1828
oun,Belgium,1330
G3neration X,Brazil,85
Indumitus,Denmark,333
MYM]noLa,Norway,1082
peepo,Other,583
TBH,Switzerland,1331
BAM,Sweden,1829
Club Rotation 64,Sweden,833
Defuse Kids,Belgium,86
PlayZeek,Denmark,334
xcess,Sweden,1578
PeRRy,Romania,1083
Team Delta,Poland,1332
teamshitface,Other,584
Purification,Sweden,1830
da4ce,Sweden,834
rebro madskillz,Sweden,335
Li.se,Sweden,1579
defusekids,Belgium,585
evolution,Denmark,1831
Silvereye,Sweden,835
faceroll,Hungary,1333
eu4ia,Spain,88
B^hooch,Russia,1084
DarkIT,Denmark,336
Nesta,Sweden,1580
Zero Gravity,Spain,89
WeedC,Sweden,1581
JAEGARN,Sweden,1085
m9ciki,Russia,586
faberi Bellatores,Czech Republic,1334
IMBA.TEAM,Sweden,1832
EZ,Sweden,836
recession,Denmark,337
AS,Denmark,338
cmon,Sweden,1833
Stellar,Norway,90
Gladkorean,Sweden,1582
UltimaRatio,Austria,1335
kookas,Finland,1086
g0tsmokehack,Sweden,587
Escape Gaming,Sweden,837
Acid Animals,Denmark,339
Win,Sweden,1583
Nomaderna,Sweden,1834
unsterblich,Norway,588
delinquent habits,Greece,1336
Starhit,Sweden,838
D4S,Sweden,1087
wNv.eu,Norway,92
technica,Denmark,1584
The company,Denmark,340
Bubblegum,Germany,589
Legacy.Gaming,Sweden,1835
Enebyberg,Sweden,1088
ex-FX,Poland,1337
ex-MoD,Denmark,839
Catch-Gamer,Norway,93
HiDE,Denmark,1585
(Q),Denmark,341
hT,Hungary,590
RDY,Sweden,1836
mmko,Estonia,1089
Heretica,Denmark,1338
cqa,Norway,94
northern,Denmark,1586
nova.esport,Denmark,342
Skii,Sweden,591
ownage,Sweden,1090
manual,Denmark,1339
Global Gaming,Denmark,841
levita,Sweden,1837
Evil Masters Of Pain,Norway,95
HVAFONO,Denmark,343
theONE,Sweden,1587
puffthemagicdragon,Sweden,1091
#7457,Sweden,1838
ex-oXmoze,France,592
Pros only,Denmark,1340
abused,Denmark,842
sChEnArEy,Sweden,1588
pinguines,Denmark,344
Ethnic,Norway,96
shellshock,Norway,1092
Kalhygge,Sweden,1839
re:search,Denmark,1341
Ravens,Denmark,843
LDLC.com,France,593
FaxZup,Sweden,1589
stramOP,Denmark,345
ka_none!,Denmark,1342
Ment4l1ty,Denmark,844
Skolpojkarna,Sweden,1093
Eternalfive,Sweden,1840
Millenium,France,594
team mates,Denmark,1590
Invitto,Denmark,346
gmeX,Norway,98
Team:LOL,Sweden,1094
Seconds,Sweden,1841
served,Denmark,845
virginz,Denmark,1343
embrace,Sweden,595
Out of Reach,Norway,99
Nihilism,Denmark,1591
Decipline,Denmark,347
teamrosa,Sweden,1095
INFIGHT,Sweden,1842
turtle,Denmark,1344
Immunity,Australia,846
praetorians,Netherlands,596
Team9,Norway,100
Team iRage,Denmark,1592
cognito,Denmark,348
Temporary.fi,Finland,1096
xploid,Sweden,1843
Team.Inzodiac,Denmark,1345
Earthquake,Romania,597
old-xprez,Norway,101
AGGRESSIVE,Denmark,1593
Greed,Norway,349
Convention,Norway,848
sourcad,Sweden,1097
Ovso,Sweden,1844
HAHA_,Denmark,1346
edepol,Sweden,598
Team Fnatic,Sweden,102
pottis,Norway,350
SYDSVENSKAN,Sweden,1594
maximus,Sweden,1098
Playg,Sweden,849
Gamers of ALT,Denmark,1347
$layer,Sweden,1845
gamefear,Finland,599
strike,Sweden,1595
slakkt,Norway,351
hostile records,France,103
Log|Tommeh,Netherlands,1099
INFAME,Sweden,850
Legendary Skills,Sweden,1846
way2go,Denmark,600
Dingo-Leet,Denmark,1348
VLR,Norway,352
significant,Norway,1596
multiply.mix,Denmark,104
Firat,Sweden,1100
ze mighty,Sweden,851
eSuba,Czech Republic,1847
Nanoxia,Germany,601
upskirt.cum,Denmark,1349
Asylum,Denmark,105
seAzon,Sweden,1101
eMerge-Gaming,Norway,1597
I-INC,Sweden,353
wildthings,Sweden,852
Sport in the Game,Belarus,1848
Team.zG,Denmark,1350
Islanders,Russia,602
I20,Sweden,853
consequence,Norway,1598
PlayIT,Norway,354
ROTY,Finland,1102
The-entry,Denmark,106
es4x,Russia,1849
showtime,Denmark,1351
Equiped.Akasa,Netherlands,603
chocostick$,Sweden,854
Vita,Norway,1599
:DA,Sweden,1103
nEvermore,Denmark,107
SoH.ch,Switzerland,1850
Jeppes Gay Crew,Denmark,1352
Powerpunch,Netherlands,604
GLORIFY,Norway,356
acx,Sweden,855
aimbat!,Sweden,1104
Lions,Norway,1600
StarteR,Denmark,108
takeover,Spain,1851
teamteam,Denmark,1353
Shadows,Netherlands,605
darkside,Norway,357
Disneyklubben,Sweden,856
Ja echt wel!,Netherlands,1105
Gamehotel,Denmark,109
Team Sacralis,Norway,1601
HSBG,Bulgaria,1852
Bemy,Denmark,1354
Everlasting Torment,Norway,606
KiA,Norway,358
Stonecreek,Sweden,857
KKB,Sweden,1106
multi-Xtreme,Norway,1602
D-Link PGS,Poland,110
naturally nasty,Sweden,1853
team.gocart,Denmark,1355
way2go,Denmark,607
ethnic,Norway,359
crucio,Sweden,858
myGame,Sweden,1107
9k,Denmark,111
noVa.eSports,Norway,1603
GetRed!,Sweden,1854
C3L3BZ,Denmark,1356
Xray-Gaming,Denmark,608
Inhale,Norway,360
Afrika 40,Sweden,859
Chaingang,Denmark,112
Raw,Finland,1855
1SLAND,Sweden,1108
artoCS,Finland,1604
PokemonTEAM,Denmark,1357
specto,Denmark,609
Ume energi,Sweden,860
SpeedLink.de,Germany,361
relax,Denmark,113
Revation,Sweden,1856
88-gaming,Russia,1109
HKHSHK,Sweden,1605
HiqhRollerz 2,Denmark,1358
Hastalavista,Denmark,610
exec.fi,Sweden,1110
The Genetics,Denmark,861
Orient Express,Sweden,1857
Bouncer4You.Gaming,Germany,362
sprd.immune,Denmark,114
Druidz,Sweden,1606
Team.iRage,Denmark,1359
PZ,Sweden,611
hippopotamus,Sweden,862
starComa,Germany,363
ABOMODE,Sweden,1858
lolmode,Sweden,1607
podnotorious,Germany,1111
archo,Denmark,115
Mester-Hakkerne,Denmark,1360
tGw,Denmark,612
Stofftiere Online e.V.,Germany,364
d00m,Sweden,863
Majestics,Denmark,1361
whois,Denmark,116
miniwalle,Sweden,1112
Thefamous,Sweden,1859
modus operandi,Sweden,1608
Shadows,Netherlands,613
Chillstar,Sweden,1860
2tonsbly!,Denmark,614
DEFEATERS,Slovakia,365
XPG,Sweden,864
imlost,Denmark,117
56N8E,Denmark,1362
seezung,Netherlands,1113
ledsenkanelbull,Sweden,1609
Payback,Sweden,1861
Endless Insp,Switzerland,366
netzone,Denmark,118
engages.de,Germany,1610
Gaming Studio,Sweden,865
Proof.dk,Denmark,1363
snc|k1d0r,Romania,1114
3.14RNE,Denmark,615
Analum,Denmark,119
closeone,Sweden,1611
Gamepassion,Sweden,866
Raw Gaming,Sweden,367
ktULu,Denmark,1115
Energenic Style,Denmark,1364
CEFHCL,Sweden,1862
team.aimshop,Denmark,120
I will kill u,Sweden,867
HZ,Sweden,1612
i can see you,Sweden,368
88-gaming,Russia,617
dll ,Sweden,1863
CMAX|Twista,Finland,1116
Vegilantes,Denmark,1365
Nacho Online Gaming,Denmark,121
Ezgul,Sweden,1613
man1a\foxy,Bulgaria,1117
TR.Victory,China,868
9900,Denmark,618
Rasmusklump &amp; Co,Denmark,1366
WAG,Sweden,1864
Few,Sweden,1614
vuSti,Denmark,122
Moneymaker$,Sweden,1865
snc|DaNy,Romania,1118
Neutralize,Denmark,1367
AdNauseum,Norway,619
X7-Hacker,China,869
tempclan,Netherlands,371
Schmitz,Sweden,1615
zero to hero,Denmark,123
Ecstasy,Sweden,1866
onfire,Bulgaria,870
team.improved,Denmark,1368
eclipse|fakkzor,Latvia,1119
b0berne b0b P,Luxembourg,620
exotic,Portugal,372
Sherides,Sweden,1616
team-ip,Denmark,124
Defect,Sweden,1867
Cabezatiro,Denmark,1369
Begrip|xpoZer,Sweden,1120
noT,Algeria,871
GameGear.nu,Denmark,621
Sybaritic,Denmark,125
&lt;-NeK-&gt;,Sweden,1617
Cold As Ice,Sweden,872
fu-uNreaL,Slovakia,1121
Favorites,Denmark,1370
chivalry,Denmark,622
Clanpeterpan ,Sweden,1868
L-O-C-S,Denmark,126
idjoot,Sweden,1618
ultimate,Greece,374
esc.Novamania,Sweden,873
TEAM-EOW,Denmark,1371
MegapolisVenema,Russia,1122
Warlords,Sweden,1869
clantag,Denmark,623
RevenGE,Denmark,127
aAa,France,375
SkillzOfVarberg,Sweden,1619
Lan-sports - Exotic,Brazil,874
B6i,Denmark,1372
NLN|Xeinz_8},Russia,1123
Fortuna.Gaming,Sweden,1870
remora,Denmark,1373
SkyRiders,Czech Republic,376
the punks,Denmark,128
Korvis inc ,Sweden,1620
fu.sk,Slovakia,875
FaagaN,Denmark,1124
darkclan,Denmark,625
Bohica,Sweden,1871
helribba,Sweden,1872
defining stars,Sweden,626
iNNERFiRE,Bulgaria,377
Development,Denmark,129
esa-gaming,Sweden,1621
CMAX|SPIKEONE,Finland,1125
kn0ppers!,Denmark,1374
fnatic.Archi,Sweden,876
distance,Sweden,1873
MzBz,Denmark,130
DD,Denmark,627
lansports-exotic,Portugal,877
klan nice,Denmark,1375
AtrociouZ,Sweden,1622
plan-B,Austria,378
PGS|TaZ,Poland,1126
equiped,Netherlands,628
Jukebox Soldiers,Denmark,1376
ZIR,Denmark,131
Klister,Sweden,1623
deny,Sweden,1874
eMazing Gaming,United States,878
SoB|Seusion,Sweden,1127
Check Six.swe,Sweden,379
tropiCo,Sweden,1875
fatcap,Denmark,380
GG,United States,879
EvZ|Like,Sweden,1128
redirect,Denmark,132
expensive,Denmark,629
facerape,Sweden,1624
Lorem esport,Denmark,1377
Fenomenal Jugadores,Denmark,630
B1ad3,Ukraine,1129
Vendetta,Denmark,381
vaccinate,Denmark,1378
SENSATIONS,Denmark,133
THN-Esports,Sweden,1625
Talent,United States,880
Afterlife,Russia,1876
STORMRAIDER,Sweden,1626
Digital Jedi,Denmark,1379
Gamers Of Altantic,Denmark,631
one-esport,Denmark,382
Phoenix Connection,United States,881
CMAX|Kuppi,Finland,1130
CIO,Sweden,1877
eGamers-Reality,Denmark,134
n0llt0lv,Sweden,1878
gamesource,Denmark,632
zecer,Denmark,1131
eLectronic,Denmark,135
Anonymous 5,United States,882
kk3k,Denmark,1380
chemistry,Denmark,383
satoshi tajiri,Sweden,1627
mouz|cyx,Germany,1132
knegare,Sweden,1628
dace^,Denmark,136
KNSHEC,Sweden,1879
IDENTITY,Denmark,633
Dominion gaming,United States,883
quantuM,Denmark,1381
Israel,Israel,384
Restyled,Sweden,1880
recta,Denmark,1382
Luxembourg,Luxembourg,385
Electronic Warfare Gamers,Denmark,137
Begrip|xpoZer,Sweden,1133
Unrealgaming,Sweden,1629
Team Super,United States,884
kachow!,Denmark,634
raGazze,Denmark,138
lundapojkarna,Sweden,1630
Romania,Romania,386
Berzerk,United States,885
mystic janz,Estonia,1134
Sandviken,Sweden,1881
Wasteland Warriors,Denmark,1383
Kyro,Denmark,635
nsaNe,Denmark,139
